gene,chr,tss,MCF7_WT_binding,MCF7_D538G_binding,MCF7_binding_diff,T47D_WT_binding,T47D_D538G_binding,T47D_binding_diff,has_any_binding,has_differential_binding,has_opposite_binding,MCF7_FC,T47D_FC,correlation_type,total_effect
PCBP4,chr3,51974016,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.6835196181161952,1.318554790894653,inverse_repressor,6.898849347879748
BDKRB2,chr14,96204526,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.3445272326582014,0.4725120697710637,same_as_secretion,6.897596002497334
JADE3,chrX,46912276,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.2498787290807662,0.7318032786885246,same_as_secretion,6.894862851648237
EPB41L2,chr6,131063361,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.799552489278389,1.653316645807259,inverse_repressor,6.892152516282105
RPPH1,chr14,20343407,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.5087463556851313,0.6924552287071523,same_as_secretion,6.881061044218858
SLC22A17,chr14,23352912,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.3501702610669692,0.7119668246445496,same_as_secretion,6.822506199908847
LEPR,chr1,65420652,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.7462646020103232,1.267722790784616,inverse_repressor,6.820764033885704
VWA5A,chr11,124115404,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.6521114965905013,0.7973317290678745,same_as_secretion,6.784909454167444
TFDP2,chr3,142149544,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.3238309047780412,0.7618440779610195,same_as_secretion,6.775201422960073
BRICD5,chr16,2210905,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.6531643576826197,1.3219294190167976,inverse_repressor,6.770228939866169
DAGLA,chr11,61680391,0.0,0.0,0.0,0.0,85.49,85.49,True,True,False,0.6584204776026221,1.3261723485766936,inverse_repressor,6.724724340187784
C6orf132,chr6,42142620,66.58,0.0,-66.58,0.0,142.02,142.02,True,True,True,1.2975769813225644,0.69237870330614,same_as_secretion,6.671604572020902
DGCR5,chr22,18969692,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.4034386245501798,0.4812239221140473,same_as_secretion,6.6645056095763575
PRKAR1B,chr7,728268,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.247099175363059,0.690770533446232,same_as_secretion,6.658204555452166
SDR9C7,chr12,56934408,0.0,0.0,0.0,0.0,391.46,391.46,True,True,False,17.724859035419062,0.3767847859989603,same_as_secretion,6.624791964796155
PCDHA13,chr5,140882124,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.4500548847420416,0.6328902392707937,same_as_secretion,6.601319320005739
ZNF713,chr7,55887456,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.2567952567952567,0.6417320760680609,same_as_secretion,6.583518497114044
CAPN1,chr11,65180566,66.54,99.22,32.67999999999999,0.0,0.0,0.0,True,False,False,0.7880400326057422,1.3024453024453029,inverse_repressor,6.581634668481335
FBXL6,chr8,144359376,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.7151952981510958,1.3753563283922463,inverse_repressor,6.578225900043351
DENND2B,chr11,8910951,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.583910089529494,0.6267629698664181,same_as_secretion,6.525772370406292
FOXO3B,chr17,18682314,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.2134347445648517,0.7787721034289894,same_as_secretion,6.5190493243631895
LZTS3,chr20,3174504,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.348482150805662,0.7518961107681453,same_as_secretion,6.504552956674992
FTH1,chr11,61967634,0.0,0.0,0.0,0.0,326.97,326.97,True,True,False,1.2923884831291124,0.7854874306938686,same_as_secretion,6.421825256999343
GOLGA2P10,chrHSCHR15_5_CTG8,267008,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.7636085002043318,1.2865609203416422,inverse_repressor,6.408036687886909
GJB5,chr1,34755034,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,5.6357230392156845,0.3994100515271451,same_as_secretion,6.407385175336298
RELL2,chr5,141636950,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.5127353501163529,1.307399577167019,inverse_repressor,6.407048453763332
NCK1,chr3,136862177,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.212347620920173,0.781870987465607,same_as_secretion,6.386606048742554
PCDHGB1,chr5,141350099,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.9710183999460809,0.739193783389995,same_as_secretion,6.369177302751842
ANG,chr14,20682950,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.8099427262313856,0.6347942613905093,same_as_secretion,6.369002905828152
FHIP1A,chr4,151409118,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.388974134151688,0.7940154148405623,same_as_secretion,6.358555779795653
CHST14,chr15,40470984,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.7617908487534886,1.3397827057597858,inverse_repressor,6.348447734953137
DBNDD1,chr16,90019890,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.7853677362443489,1.2374940067124822,inverse_repressor,6.314721301640248
FAM117B,chr2,202634969,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.2700116009280746,0.5950337647720878,same_as_secretion,6.310365883284024
PRSS27,chr16,2721166,514.29,0.0,-514.29,0.0,265.04,265.04,True,True,True,0.4657521549726574,1.449053894672068,inverse_repressor,6.284952470314826
DISP1,chr1,222814730,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.7996926945104065,1.26363020656959,inverse_repressor,6.259578132532173
WDR90,chr16,649287,477.22,53.33,-423.89000000000004,0.0,175.91000000000003,175.91000000000003,True,True,True,0.5577889447236182,1.2011460476050546,inverse_repressor,6.258977189524843
MAP1A,chr15,43510958,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.980815087795361,0.691957153231663,same_as_secretion,6.227846996633703
PCDHGB2,chr5,141359994,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.700845907636031,0.4221847012186169,same_as_secretion,6.22128628345668
LGMN,chr14,92751131,0.0,0.0,0.0,0.0,68.56,68.56,True,True,False,1.2117313820370588,0.797111609646663,same_as_secretion,6.213658371095233
CDC42EP1,chr22,37555112,420.75,119.95,-300.8,0.0,0.0,0.0,True,True,False,1.215876485858724,0.7757377536608934,same_as_secretion,6.212133265130363
ITGA2B,chr17,44389649,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.5138981915606162,0.3202569292411913,same_as_secretion,6.201905982107874
MIR23AHG,chrHG109_PATCH,54769,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.6524148108398177,1.3107469879518072,inverse_repressor,6.195704654813858
DUSP19,chr2,183078559,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.5312467067130362,0.6856794472293728,same_as_secretion,6.155551704694322
HBA2,chr16,172876,60.46,0.0,-60.46,0.0,0.0,0.0,True,True,False,1.3988771380075726,0.4057462513653966,same_as_secretion,6.1518395290488295
LRRIQ3,chr1,74198187,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.6819838979188817,0.6008710801393727,same_as_secretion,6.148833189038927
LCAT,chr16,67944131,219.55,69.06,-150.49,0.0,0.0,0.0,True,True,False,0.4335358444714459,1.3301372848115058,inverse_repressor,6.087962182604487
FBXL19-AS1,chr16,30923279,159.87,198.84,38.97,178.17,1262.57,1084.3999999999999,True,True,False,0.6513132483584396,1.2861665387567154,inverse_repressor,6.072930567065189
RESF1,chr12,31959370,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.2871804618454814,0.7946091494559182,same_as_secretion,6.035844168459704
KIZ,chr20,21125975,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.213985889077431,0.7357734902834854,same_as_secretion,6.025735392063444
SMOX,chr20,4120980,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.7921999698840534,0.2210277725297562,same_as_secretion,5.998878980006883
ENTREP1,chr9,69324567,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.6283940298507463,4.460748851305113,inverse_repressor,5.98167062901357
RSPH1,chr21,42496366,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.2917863633698772,0.5914222242372036,same_as_secretion,5.979840844842179
RNU6ATAC,chr9,134164564,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.6912089752176825,1.8705821589316016,inverse_repressor,5.975412175848376
MIR663A,chr20,26208278,72.84,94.73,21.89,90.93,208.68,117.75,True,True,False,0.4173097220593409,2.231378710885264,inverse_repressor,5.973378806665164
CDK18,chr1,205504561,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.3273571912132034,0.5416223875309953,same_as_secretion,5.9242643177176575
MTMR9LP,chr1,32241592,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.5305857235681798,1.424097195947366,inverse_repressor,5.9204230544554
PCDH18,chr4,137532494,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.4513002972776855,1.3361566966649023,inverse_repressor,5.917339979101118
PARP8,chr5,50665899,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.2014371812702829,0.2179712694224568,same_as_secretion,5.878349731595415
AK7,chr14,96392128,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.7962607024287962,0.5535879273175238,same_as_secretion,5.877508838896115
GSN,chr9,121201324,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.7584140156754264,1.2303620580139742,inverse_repressor,5.8588123907655305
CLDND1,chr3,98523066,90.42,0.0,-90.42,0.0,0.0,0.0,True,True,False,1.267057444314185,0.713309647444657,same_as_secretion,5.833290052900121
SNORD35A,chr19,49491175,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.7213707399736395,1.5004169509514065,inverse_repressor,5.823320900014576
TICAM2,chr5,115602479,72.54,0.0,-72.54,0.0,0.0,0.0,True,True,False,1.259517475460967,0.5942608063930258,same_as_secretion,5.815672068374084
CHST8,chr19,33621942,906.78,145.13,-761.65,0.0,786.79,786.79,True,True,True,1.4310210444271236,0.2899896800825594,same_as_secretion,5.797303313446989
PODXL2,chr3,127629143,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.4261258314251446,0.7703098193561408,same_as_secretion,5.780542839509151
OAF,chr11,120211032,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.5788169515216977,0.5917501927525057,same_as_secretion,5.780425043862434
OVGP1,chr1,111427735,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.306816479400749,0.5174455732946299,same_as_secretion,5.764867334520309
CASC9,chr8,75352327,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.3267560422960725,0.7517831669044223,same_as_secretion,5.702007996384448
ACOT4,chr14,73591873,59.1,0.0,-59.1,0.0,0.0,0.0,True,True,False,0.7733572476765042,1.2987040577862756,inverse_repressor,5.698514206111195
SNORA71C,chr20,38429803,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.273102218258834,0.508437123342708,same_as_secretion,5.695096149859013
DNAI4,chr1,66924890,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.2294583079732198,0.5507096224808401,same_as_secretion,5.693049014492478
SYT10,chr12,33439819,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.6091874856510759,6.6093138997511565,inverse_repressor,5.684476092512515
FBLN5,chr14,91948064,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,5.000834956860562,0.52350787339668,same_as_secretion,5.672587578662063
RAB7A,chr3,128693669,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.2335553029072603,0.7718419947676108,same_as_secretion,5.64479935494588
TUB,chr11,8019244,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.6470943092700578,0.707226829012281,same_as_secretion,5.619200632785503
VEGFC,chr4,176792922,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.6493120528343425,1.3619541080680977,inverse_repressor,5.533937720088227
KCNH3,chr12,49539028,170.79,50.2,-120.58999999999999,0.0,69.26,69.26,True,True,True,1.402023429179979,0.672201300924341,same_as_secretion,5.5068247127051375
C1S,chr12,6988259,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,3.638795986622074,0.1641725742135578,same_as_secretion,5.469950387633777
SNHG19,chr16,2155672,76.16,69.06,-7.099999999999994,95.59,510.23,414.64,True,True,False,0.7660480349344977,1.4845235798351752,inverse_repressor,5.4434827962586745
F3,chr1,94541851,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.5252399573409172,0.758034072209854,same_as_secretion,5.417354892539605
ANO8,chr19,17334855,180.38,54.48,-125.9,0.0,155.02,155.02,True,True,True,0.6880563920971638,1.224592950438361,inverse_repressor,5.39469219760062
CCN1,chr1,85580756,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.6652259817238825,1.2614885982173862,inverse_repressor,5.346707810874936
EMID1,chr22,29205809,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.2369970559371932,0.7295997391375234,same_as_secretion,5.338949846584104
SEMA4F,chr2,74654226,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.2123887470471737,0.799186101111285,same_as_secretion,5.318098314651563
ARMC3,chr10,22928024,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2.819320214669052,0.4176826196473551,same_as_secretion,5.305173066039403
B4GALNT3,chr12,459923,180.26,0.0,-180.26,0.0,0.0,0.0,True,True,False,1.250306201981962,0.5900101365195074,same_as_secretion,5.304547743323097
ZNF10,chr12,133130349,0.0,0.0,0.0,0.0,64.01,64.01,True,True,False,1.4751835907824764,0.7783118529473906,same_as_secretion,5.200108596640755
SIRPA,chr20,1892726,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.9007490636704123,0.780227369315767,same_as_secretion,5.19766316084676
PPP1R14B-AS1,chr11,64245837,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.71589224371723,1.34960362400906,inverse_repressor,5.189947519564033
MLF1-DT,chr3,158571080,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.3045928430543818,0.7775011066843736,same_as_secretion,5.163389439981914
CFAP73,chr12,113149716,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.2411091768216862,0.7566631773894839,same_as_secretion,5.162226355641099
PUS1-AS1,chr12,131929646,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2.6040544510821664,0.5762669143008756,same_as_secretion,5.094520249738173
ATPAF2,chr17,18039209,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.7946417026558742,1.2116307477532502,inverse_repressor,5.053746160772906
SHANK3,chr22,50674408,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.358252834943301,0.2558246765575415,same_as_secretion,4.999100716179141
PRICKLE1,chr12,42590355,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.6316890187226134,1.6495215617865115,inverse_repressor,4.966073785538056
DDX11L10,chr16,10661,378.34,131.25,-247.08999999999997,0.0,0.0,0.0,True,True,False,0.5983321751216122,1.2230494441291355,inverse_repressor,4.962501642256646
HBA1,chr16,176680,60.46,0.0,-60.46,0.0,0.0,0.0,True,True,False,1.413224743067675,0.4293659621802002,same_as_secretion,4.829827113145674
NAP1L2,chrX,73215239,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.548563437579456,0.4884583982780375,same_as_secretion,4.811976800535256
DCP1B,chr12,2004535,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.218952653231992,0.7702736164417482,same_as_secretion,4.771819651538333
KLRG2,chr7,139483674,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,1.6025088934656433,0.7682124243922851,same_as_secretion,4.59133017100724
MIR3648-2,chr21,8986999,405.01,801.05,396.03999999999996,789.98,3317.71,2527.73,True,True,False,0.5947801625338612,1.5836524783893204,inverse_repressor,4.575802424562761
COPZ2,chr17,48038030,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.7614066641423705,1.4067295960958068,inverse_repressor,4.529300035829758
