cell_id,cell_type
lglmfmmm-1,Stromal
lglmgnpp-1,Mixed Immune
lglmidli-1,Mixed Immune
lglmjcnf-1,Macrophages
lglmjojn-1,Epithelial
lglmnhlp-1,Proliferating T
lglnaani-1,Epithelial
lglnapgh-1,Macrophages
lglnbhec-1,Macrophages
lglndndn-1,Stromal
lglnehpi-1,Mixed Immune
lglnejab-1,Proliferating T
lglngjkm-1,Stromal
lglnjcld-1,Macrophages
lglnjfgc-1,Mixed Immune
lglnnapo-1,Endothelial
lglnnope-1,Macrophages
lglocbbj-1,Proliferating T
lglockfm-1,Proliferating T
lgloejgj-1,Proliferating T
lgloffeh-1,Mixed Immune
lgloghkm-1,Epithelial
lglokoeo-1,Mixed Immune
lgloomaf-1,Proliferating T
lglpceme-1,Stromal
lglpeofi-1,Myofibroblasts
lglphiin-1,Proliferating T
lglplegd-1,Endothelial
lglpmanc-1,Proliferating T
lglpmmge-1,Proliferating T
lglppfgm-1,Endothelial
lglppiaa-1,Myofibroblasts
lgmaapmn-1,Endothelial
lgmaclkd-1,Myofibroblasts
lgmafacp-1,Myofibroblasts
lgmamipk-1,Endothelial
lgmaokke-1,Endothelial
lgmbcneo-1,Proliferating T
lgmbfpjn-1,Proliferating T
lgmbikla-1,Proliferating T
lgmbipdb-1,Endothelial
lgmblkcn-1,Mixed Immune
lgmbmehp-1,Proliferating T
lgmbmhoh-1,Endothelial
lgmbnnmj-1,Mixed Immune
lgmcbhac-1,Macrophages
lgmcbkdj-1,CD8+ T cells
lgmcfahe-1,Proliferating T
lgmcffjl-1,Epithelial
lgmchbbi-1,Epithelial
lgmcnngm-1,Proliferating T
lgmcpjdi-1,Vascular Stromal
lgmdbahc-1,Myofibroblasts
lgmddpbj-1,Vascular Stromal
lgmdhjgo-1,Mixed Immune
lgmdhlno-1,Epithelial
lgmdhpid-1,Epithelial
lgmdndah-1,CD8+ T cells
lgmdokmj-1,Epithelial
lgmdonba-1,Myofibroblasts
lgmdpljb-1,Stromal
lgmedgmi-1,Proliferating T
lgmedpjg-1,Endothelial
lgmefjlp-1,Endothelial
lgmehpjp-1,Epithelial
lgmeiioa-1,Macrophages
lgmejhog-1,Vascular Stromal
lgmejiki-1,Macrophages
lgmemgei-1,Endothelial
lgmenmpn-1,Macrophages
lgmeobnn-1,Stromal
lgmfbnpj-1,Macrophages
lgmffkfo-1,Macrophages
lgmfgcdd-1,Proliferating T
lgmfhmbn-1,Myofibroblasts
lgmfkndc-1,Vascular Stromal
lgmflkba-1,Macrophages
lgmfmdbh-1,Proliferating T
lgmfnbop-1,Mixed Immune
lgmgcdlo-1,Proliferating T
lgmgimcc-1,Proliferating T
lgmgkodo-1,Endothelial
lgmglijf-1,Myofibroblasts
lgmhaadm-1,Endothelial
lgmhadpp-1,Stromal
lgmhbcnc-1,Vascular Stromal
lgmhbdka-1,Macrophages
lgmhfabd-1,Myofibroblasts
lgmhilgb-1,Macrophages
lgmhinff-1,Endothelial
lgmhnobf-1,Mixed Immune
lgmiacgk-1,Mixed Immune
lgmiahmk-1,Stromal
lgmiogcg-1,Vascular Stromal
lgmipmjo-1,Myofibroblasts
lgmjaann-1,Endothelial
lgmjecol-1,Endothelial
lgmjfggh-1,Macrophages
lgmjgafl-1,Epithelial
lgmjghil-1,Stromal
lgmjinmf-1,Macrophages
lgmkadof-1,Proliferating T
lgmkbbnn-1,CD8+ T cells
lgmkcbok-1,Macrophages
lgmkdmce-1,Proliferating T
lgmkecjm-1,Macrophages
lgmkfghe-1,Mixed Immune
lgmkipho-1,Proliferating T
lgmkjpbe-1,Proliferating T
lgmkmhcb-1,Proliferating T
lgmkmhoc-1,Endothelial
lgmknloo-1,CD8+ T cells
lgmkobdd-1,CD8+ T cells
lgmkogpk-1,Macrophages
lgmkolga-1,Proliferating T
lgmkpgbi-1,Proliferating T
lgmlahmd-1,CD8+ T cells
lgmlbdbp-1,Endothelial
lgmlcpgg-1,Mixed Immune
lgmldcee-1,Macrophages
lgmldcgp-1,Macrophages
lgmldinh-1,Proliferating T
lgmlehib-1,Stromal
lgmlengm-1,Endothelial
lgmlhigi-1,Myofibroblasts
lgmljbgp-1,Epithelial
lgmlofpd-1,Stromal
lgmmbfaf-1,Macrophages
lgmmchoo-1,Epithelial
lgmmggop-1,Macrophages
lgmmhimp-1,Stromal
lgmminck-1,Macrophages
lgmmjbmo-1,Macrophages
lgmmkohc-1,Stromal
lgmmmidp-1,Proliferating T
lgmmoogn-1,Macrophages
lgmnaggb-1,Mixed Immune
lgmnajeh-1,Proliferating T
lgmncgeb-1,Stromal
lgmnfila-1,Macrophages
lgmniaan-1,Macrophages
lgmnindf-1,CD8+ T cells
lgmofdla-1,Mixed Immune
lgmohagd-1,Mixed Immune
lgmoihna-1,Vascular Stromal
lgmojmkf-1,Proliferating T
lgmojnfi-1,Proliferating T
lgmomnnf-1,Proliferating T
lgmpdnmb-1,Proliferating T
lgmpfcoi-1,Proliferating T
lgmpiape-1,Mixed Immune
lgmpjjfh-1,Vascular Stromal
lgmpkkol-1,Stromal
lgmpobbd-1,Stromal
lgnaanpk-1,Myofibroblasts
lgnaelkn-1,Proliferating T
lgnafdge-1,Endothelial
lgnaffoo-1,Macrophages
lgnagefj-1,Myofibroblasts
lgnagfhc-1,Endothelial
lgnagieg-1,Epithelial
lgnajlle-1,Endothelial
lgnapdeb-1,Macrophages
lgnbbknl-1,Macrophages
lgnbfjcg-1,Mixed Immune
lgnbikde-1,Epithelial
lgnbkcfj-1,Myofibroblasts
lgnbmggl-1,Mixed Immune
lgnbnmpj-1,Myofibroblasts
lgnbpbje-1,Endothelial
lgncbkdk-1,Stromal
lgncbpkn-1,Proliferating T
lgnccdbh-1,Mixed Immune
lgnccjhp-1,Proliferating T
lgncdbgk-1,Myofibroblasts
lgncgbmb-1,Myofibroblasts
lgncjjoa-1,Endothelial
lgnckljf-1,Mixed Immune
lgncklnh-1,Endothelial
lgncnhmd-1,Endothelial
lgndbagn-1,Endothelial
lgndfeeb-1,Endothelial
lgndgpmg-1,Myofibroblasts
lgndhipk-1,Myofibroblasts
lgndjbim-1,Epithelial
lgndldoh-1,Endothelial
lgndleck-1,Mixed Immune
lgndnkdk-1,Endothelial
lgndofci-1,Myofibroblasts
lgndoldi-1,Myofibroblasts
lgnealhh-1,Epithelial
lgnebhlp-1,Mixed Immune
lgnechan-1,Vascular Stromal
lgneddia-1,Vascular Stromal
lgneejlb-1,Myofibroblasts
lgnehceh-1,Mixed Immune
lgnehgjm-1,Stromal
lgnehkpm-1,Macrophages
lgneiphk-1,Epithelial
lgnelcgi-1,Epithelial
lgnemaei-1,Macrophages
lgnemdcb-1,Epithelial
lgnemnoa-1,Vascular Stromal
lgnenbfb-1,Proliferating T
lgnennce-1,Endothelial
lgnennjg-1,Proliferating T
lgnepimo-1,Proliferating T
lgnfcanp-1,Macrophages
lgnfenhk-1,Epithelial
lgnfimeb-1,Myofibroblasts
lgnflach-1,Macrophages
lgnflpgp-1,Endothelial
lgnfmcmb-1,Myofibroblasts
lgnfmiep-1,Mixed Immune
lgnfnedc-1,CD8+ T cells
lgnfngif-1,Proliferating T
lgnfnlbl-1,CD8+ T cells
lgnfnmii-1,Macrophages
lgnfnonf-1,Mixed Immune
lgngbgnm-1,Macrophages
lgngejed-1,Mixed Immune
lgnghocn-1,Macrophages
lgngiiod-1,Proliferating T
lgnglpho-1,Epithelial
lgngmfop-1,Macrophages
lgngodek-1,Proliferating T
lgnhcino-1,Epithelial
lgnhdkon-1,Epithelial
lgnheblk-1,Mixed Immune
lgnhgidh-1,Mixed Immune
lgnhlblm-1,Epithelial
lgnhlpgj-1,Epithelial
lgnhnobh-1,Mixed Immune
lgnhopha-1,Macrophages
lgniceap-1,Epithelial
lgniddbg-1,Mixed Immune
lgnikgjm-1,Epithelial
lgnimdhp-1,Macrophages
lgninoal-1,Macrophages
lgniofjg-1,Macrophages
lgnipkja-1,Macrophages
lgnjfmda-1,Vascular Stromal
lgnjgeoh-1,Epithelial
lgnjgjje-1,Macrophages
lgnjiikf-1,Myofibroblasts
lgnjkenp-1,Epithelial
lgnjoiie-1,Epithelial
lgnjpknl-1,Vascular Stromal
lgnkbcnc-1,Epithelial
lgnkbhno-1,Epithelial
lgnkbplh-1,Epithelial
lgnkcohc-1,Endothelial
lgnkhbmj-1,Vascular Stromal
lgnkhclc-1,Mixed Immune
lgnkhojp-1,Endothelial
lgnlcpmh-1,Vascular Stromal
lgnlgkci-1,Epithelial
lgnlgmom-1,Proliferating T
lgnlhmle-1,Epithelial
lgnmagac-1,Endothelial
lgnmbemi-1,Proliferating T
lgnmbkgi-1,Epithelial
lgnmbkpi-1,Epithelial
lgnmdmfc-1,Myofibroblasts
lgnmehoh-1,Epithelial
lgnmhcjd-1,Epithelial
lgnmhjcl-1,Proliferating T
lgnmihln-1,Myofibroblasts
lgnmkcip-1,Myofibroblasts
lgnmkhac-1,Proliferating T
lgnmlbho-1,Endothelial
lgnmlfjg-1,Endothelial
lgnmoiao-1,Myofibroblasts
lgnnadan-1,Endothelial
lgnnbiok-1,Endothelial
lgnnbpff-1,Endothelial
lgnnconf-1,Macrophages
lgnndfpo-1,Macrophages
lgnndoni-1,Macrophages
lgnnfeje-1,Macrophages
lgnngclo-1,Epithelial
lgnniafn-1,Vascular Stromal
lgnnkglf-1,Macrophages
lgnnmiha-1,Epithelial
lgnoande-1,Vascular Stromal
lgnobofb-1,Myofibroblasts
lgnodbkg-1,Endothelial
lgnohacl-1,Myofibroblasts
lgnohgjn-1,Myofibroblasts
lgnoidli-1,Myofibroblasts
lgnoiogh-1,Endothelial
lgnojjbm-1,Proliferating T
lgnokdfd-1,Macrophages
lgnokjcj-1,Proliferating T
lgnolndi-1,Stromal
lgnolonj-1,Mixed Immune
lgnonola-1,Macrophages
lgnpdjgp-1,Epithelial
lgnpghim-1,Epithelial
lgnphhfj-1,Epithelial
lgnphnce-1,Epithelial
lgnplidk-1,Epithelial
lgnplpkl-1,Vascular Stromal
lgnpmdpi-1,CD8+ T cells
lgnpmlcg-1,CD8+ T cells
lgnpmngg-1,Epithelial
lgnpnmnf-1,Mixed Immune
lgnpopdj-1,Epithelial
lgnppbpp-1,Epithelial
lgnpplni-1,Epithelial
lgoakoef-1,Macrophages
lgoaldai-1,CD8+ T cells
lgobbpcf-1,Epithelial
lgobeehh-1,Macrophages
lgobkgpj-1,Epithelial
lgoboeka-1,Epithelial
lgobpiff-1,Epithelial
lgocakjo-1,Epithelial
lgocbbnc-1,Epithelial
lgoccbmf-1,Epithelial
lgocdmmp-1,Epithelial
lgocepjj-1,Epithelial
lgochgkf-1,Epithelial
lgocjgfl-1,Epithelial
lgockila-1,Epithelial
lgoconjh-1,Epithelial
lgocpckf-1,Epithelial
lgocpnno-1,Macrophages
lgodbomf-1,Macrophages
lgodghka-1,CD8+ T cells
lgodikpm-1,Epithelial
lgodkkml-1,Endothelial
lgodmkhm-1,Mixed Immune
lgodoihg-1,Proliferating T
lgoeagjp-1,Macrophages
lgoegcbm-1,Mixed Immune
lgoegoad-1,Epithelial
lgoegpbo-1,Epithelial
lgoehjhj-1,Macrophages
lgoeibmk-1,Macrophages
lgoejfjk-1,Epithelial
lgoejocd-1,Epithelial
lgoekfob-1,Epithelial
lgoelclm-1,Epithelial
lgoepbjo-1,Epithelial
lgofaaop-1,Epithelial
lgofajcg-1,Mixed Immune
lgofaloe-1,Epithelial
lgofbaaa-1,Epithelial
lgofdkfa-1,Epithelial
lgofgcim-1,Epithelial
lgofghek-1,Epithelial
lgofjcmn-1,Epithelial
lgofjjdk-1,Epithelial
lgoflmoo-1,Mixed Immune
lgofmand-1,Epithelial
lgofodoh-1,Epithelial
lgogannk-1,Macrophages
lgogehen-1,Macrophages
lgogilib-1,Myofibroblasts
lgogjoea-1,Mixed Immune
lgogmcfk-1,Endothelial
lgogmofl-1,Myofibroblasts
lgogpkcp-1,Myofibroblasts
lgohafjb-1,Endothelial
lgohbkfa-1,Endothelial
lgohfief-1,Proliferating T
lgohieme-1,Epithelial
lgohijdb-1,Epithelial
lgohjkec-1,Epithelial
lgohmjlk-1,Epithelial
lgoianml-1,Epithelial
lgoiecni-1,Macrophages
lgoiedei-1,Epithelial
lgoifapp-1,Epithelial
lgoifpec-1,Epithelial
lgoiifnb-1,Proliferating T
lgoiijke-1,Vascular Stromal
lgoijgnd-1,Epithelial
lgoilllj-1,Epithelial
lgoioakp-1,Epithelial
lgoipnpk-1,Epithelial
lgojbmhj-1,Epithelial
lgojbolh-1,Epithelial
lgojdkbg-1,Mixed Immune
lgojhjme-1,Mixed Immune
lgojioem-1,Epithelial
lgojjfjj-1,Epithelial
lgojjkgb-1,Macrophages
lgojmmin-1,Epithelial
lgojpjfc-1,Epithelial
lgokacpi-1,Myofibroblasts
lgokeklg-1,Proliferating T
lgokgmgj-1,Endothelial
lgokkgpa-1,Epithelial
lgolcaki-1,Epithelial
lgolcmel-1,Epithelial
lgolffdd-1,Epithelial
lgolffkc-1,Macrophages
lgoljjij-1,Epithelial
lgolljio-1,Epithelial
lgolofif-1,Epithelial
lgomgflh-1,Epithelial
lgomhkhn-1,Epithelial
lgomiein-1,Epithelial
lgomjpfa-1,Epithelial
lgomlpok-1,Macrophages
lgommife-1,Mixed Immune
lgondpem-1,Epithelial
lgonkobj-1,Epithelial
lgonleoo-1,Macrophages
lgonllhe-1,Epithelial
lgonnjip-1,Epithelial
lgonompl-1,Epithelial
lgooblam-1,Epithelial
lgoodjhe-1,Epithelial
lgooefgo-1,Epithelial
lgooeppp-1,Mixed Immune
lgoofhaf-1,Epithelial
lgoogemd-1,Macrophages
lgoohdpe-1,Macrophages
lgoolkej-1,Epithelial
lgoonlaf-1,Mixed Immune
lgoopcmg-1,Endothelial
lgoopdle-1,Proliferating T
lgopajbf-1,Proliferating T
lgopbbko-1,Proliferating T
lgopbmhn-1,Myofibroblasts
lgopdmio-1,Myofibroblasts
lgopfeng-1,Macrophages
lgopfflm-1,Proliferating T
lgopjkjg-1,Proliferating T
lgopjloa-1,Endothelial
lgopleaa-1,Proliferating T
lgopmokk-1,Mixed Immune
lgopocec-1,Vascular Stromal
lgpaedhg-1,Myofibroblasts
lgpaicdg-1,Mixed Immune
lgpainen-1,Epithelial
lgpapogj-1,Epithelial
lgpbaejf-1,Macrophages
lgpbccpa-1,Macrophages
lgpbdmea-1,Epithelial
lgpbdoad-1,Myofibroblasts
lgpbgfmk-1,Epithelial
lgpbmdae-1,CD8+ T cells
lgpccikb-1,Epithelial
lgpcfhng-1,Stromal
lgpcfnoh-1,Stromal
lgpcihkf-1,Proliferating T
lgpcjamm-1,Mixed Immune
lgpclicm-1,Proliferating T
lgpcmjmp-1,Proliferating T
lgpdbojd-1,Endothelial
lgpdellk-1,Endothelial
lgpdfabc-1,Endothelial
lgpdfhai-1,Stromal
lgpdfjdn-1,Proliferating T
lgpdhooa-1,Endothelial
lgpdmeod-1,Myofibroblasts
lgpdnmpc-1,Endothelial
lgpdpegc-1,Macrophages
lgpdpkdc-1,Mixed Immune
lgpeahnh-1,Epithelial
lgpebhbn-1,Mixed Immune
lgpecapa-1,Vascular Stromal
lgpegghn-1,Mixed Immune
lgpehinc-1,Epithelial
lgpekjfa-1,Endothelial
lgpelanm-1,Epithelial
lgpfbfph-1,Epithelial
lgpfgkha-1,Macrophages
lgpfjlkk-1,Macrophages
lgpfjnck-1,Macrophages
lgpfkfmm-1,Epithelial
lgpfnfai-1,Macrophages
lgpfoahm-1,Epithelial
lgpfoalm-1,Mixed Immune
lgpfogoh-1,Epithelial
lgpgbkhg-1,Mixed Immune
lgpgchkf-1,Macrophages
lgpgebdn-1,Myofibroblasts
lgpgeefg-1,Stromal
lgpgeklm-1,Mixed Immune
lgpgggoo-1,Macrophages
lgpgjckb-1,Proliferating T
lgpgjhgm-1,Epithelial
lgpgjijn-1,Epithelial
lgpgkalb-1,Epithelial
lgpgkbpm-1,Mixed Immune
lgpgkibh-1,Epithelial
lgpglbbf-1,Macrophages
lgpgncfg-1,Macrophages
lgphcpjb-1,Epithelial
lgphdebf-1,Epithelial
lgpheemb-1,Epithelial
lgphehoa-1,Macrophages
lgphjakp-1,Epithelial
lgphjcap-1,Epithelial
lgphjhba-1,Epithelial
lgphncfl-1,CD8+ T cells
lgphoeeh-1,Mixed Immune
lgphogmm-1,Epithelial
lgpiadkn-1,Myofibroblasts
lgpiddam-1,Macrophages
lgpidhnm-1,Proliferating T
lgpiehdj-1,Endothelial
lgpijohf-1,Epithelial
lgpilooa-1,Endothelial
lgpiomhc-1,Stromal
lgpiopjd-1,Stromal
lgpjallb-1,Macrophages
lgpjcckc-1,Epithelial
lgpjkbmg-1,Epithelial
lgpjljda-1,Epithelial
lgpjmael-1,Epithelial
lgpjnafb-1,Epithelial
lgpkcaio-1,Macrophages
lgpkdfld-1,Epithelial
lgpkdncd-1,Epithelial
lgpkikfl-1,Epithelial
lgpkkbmn-1,Epithelial
lgpkkcfh-1,Mixed Immune
lgpkljko-1,Macrophages
lgpkmgla-1,Epithelial
lgpknifg-1,Macrophages
lgplcnnm-1,Macrophages
lgpldflb-1,Epithelial
lgplicda-1,Macrophages
lgpllhjb-1,Endothelial
lgplnjen-1,Myofibroblasts
lgplpchi-1,Endothelial
lgpmanne-1,Myofibroblasts
lgpmddjh-1,Epithelial
lgpmfmfn-1,Proliferating T
lgpmfpod-1,Stromal
lgpmggmh-1,Epithelial
lgpmghoh-1,Epithelial
lgpmhnip-1,Stromal
lgpmjbcj-1,Stromal
lgpmjmge-1,Stromal
lgpmpfgf-1,Stromal
lgpnagcl-1,Stromal
lgpnbghf-1,Mixed Immune
lgpndgpk-1,Macrophages
lgpndmhp-1,Epithelial
lgpnfkgo-1,Epithelial
lgpnjhbe-1,Epithelial
lgpnkdol-1,Epithelial
lgpnkedj-1,Epithelial
lgpnnkjk-1,Epithelial
lgpnpbge-1,Epithelial
lgpnpogi-1,Epithelial
lgpnppkc-1,Epithelial
lgpoahbj-1,Epithelial
lgpoceal-1,Epithelial
lgpocgcb-1,Epithelial
lgpoebob-1,Epithelial
lgpohphe-1,Epithelial
lgpojoml-1,Epithelial
lgpoljih-1,Epithelial
lgponboh-1,Epithelial
lgpooabo-1,Epithelial
lgpoodjj-1,Epithelial
lgpoooml-1,Epithelial
lgppanoe-1,Macrophages
lgppdjcp-1,Epithelial
lgppdjmp-1,Epithelial
lgppfjmc-1,Macrophages
lgppihoo-1,Stromal
lgppkokn-1,Macrophages
lgppliie-1,Mixed Immune
lgppmepl-1,Epithelial
lgppobko-1,Macrophages
lhaaabfb-1,Macrophages
lhaadjon-1,Vascular Stromal
lhaaegae-1,Stromal
lhaaejle-1,Epithelial
lhaagcfn-1,Epithelial
lhaajfin-1,Proliferating T
lhaamibn-1,Epithelial
lhaapjfg-1,Stromal
lhaaplhn-1,Epithelial
lhabablk-1,Epithelial
lhabfeej-1,Mixed Immune
lhabfhfh-1,Epithelial
lhabhjfb-1,Macrophages
lhabilip-1,Epithelial
lhabmdbk-1,Vascular Stromal
lhacdgff-1,Epithelial
lhacefjo-1,Epithelial
lhacepml-1,Epithelial
lhacfpkf-1,Epithelial
lhachfii-1,Epithelial
lhachpdl-1,Epithelial
lhaciopc-1,Proliferating T
lhacjjgj-1,Mixed Immune
lhackadh-1,Myofibroblasts
lhaclaeh-1,Epithelial
lhacmfhg-1,Epithelial
lhacpefh-1,Epithelial
lhaddjff-1,Epithelial
lhadiomk-1,Epithelial
lhadkbmd-1,Stromal
lhadlfjg-1,Mixed Immune
lhadmcca-1,Macrophages
lhadnapb-1,Macrophages
lhadplho-1,Macrophages
lhaeabod-1,Mixed Immune
lhaeeepk-1,Macrophages
lhaegmmm-1,Epithelial
lhaeihke-1,Epithelial
lhaellfk-1,Epithelial
lhaemhej-1,Epithelial
lhaemlal-1,Epithelial
lhaenofo-1,Macrophages
lhaeobdi-1,Mixed Immune
lhaeoelm-1,Epithelial
lhaepcid-1,Mixed Immune
lhafacpn-1,Stromal
lhafanfn-1,Epithelial
lhafbelg-1,Myofibroblasts
lhafcbkl-1,Endothelial
lhafgife-1,Mixed Immune
lhafoigo-1,Myofibroblasts
lhafojol-1,Macrophages
lhagceig-1,Epithelial
lhagecmk-1,Epithelial
lhaghhon-1,Epithelial
lhagldhc-1,Epithelial
lhaglfij-1,Epithelial
lhagnaap-1,Epithelial
lhagonpm-1,Epithelial
lhagphfg-1,Epithelial
lhahclig-1,Epithelial
lhahdhep-1,Epithelial
lhahinoe-1,Epithelial
lhahpipe-1,Epithelial
lhaiafjh-1,Macrophages
lhaiembb-1,Epithelial
lhaihije-1,Epithelial
lhaihloa-1,Epithelial
lhaihncp-1,Epithelial
lhaiiokk-1,Epithelial
lhaijlpn-1,Epithelial
lhaimenh-1,Epithelial
lhaimjbf-1,Epithelial
lhaippmj-1,Epithelial
lhajelni-1,Epithelial
lhajiboa-1,Macrophages
lhajkiki-1,Epithelial
lhajlbcf-1,Epithelial
lhajnicm-1,Epithelial
lhajnmin-1,Epithelial
lhajpcje-1,Epithelial
lhakbojn-1,Epithelial
lhakdhpa-1,Mixed Immune
lhakiboh-1,Mixed Immune
lhakjnhl-1,Proliferating T
lhakklgi-1,Mixed Immune
lhaklgam-1,Mixed Immune
lhakodgc-1,CD8+ T cells
lhalakfj-1,Myofibroblasts
lhalcboc-1,Proliferating T
lhaljfhj-1,Endothelial
lhaljoon-1,Myofibroblasts
lhalolig-1,Myofibroblasts
lhalpcnk-1,Proliferating T
lhamcpfa-1,Proliferating T
lhamelfa-1,Myofibroblasts
lhamgdkd-1,Epithelial
lhamnghg-1,Epithelial
lhanbicc-1,Epithelial
lhannljo-1,Epithelial
lhanophn-1,Epithelial
lhaoblmd-1,Stromal
lhaoccbd-1,Macrophages
lhaopdeb-1,Stromal
lhapagcm-1,Stromal
lhapamnm-1,Epithelial
lhapapkm-1,Mixed Immune
lhapbmci-1,Mixed Immune
lhapcane-1,Macrophages
lhapclbf-1,Macrophages
lhapcnpk-1,Macrophages
lhapfodj-1,Myofibroblasts
lhapgagp-1,Proliferating T
lhapheom-1,Proliferating T
lhaphibm-1,Mixed Immune
lhapihii-1,Macrophages
lhapjdkm-1,Proliferating T
lhappbfj-1,Proliferating T
lhbaadoh-1,Proliferating T
lhbachjd-1,Proliferating T
lhbagnbh-1,Epithelial
lhbaidig-1,Mixed Immune
lhbaikok-1,Myofibroblasts
lhbajcah-1,Mixed Immune
lhbamaob-1,CD8+ T cells
lhbaoklp-1,Proliferating T
lhbbbfik-1,Stromal
lhbbfdep-1,Proliferating T
lhbbfgki-1,CD8+ T cells
lhbbijjc-1,Myofibroblasts
lhbbkhff-1,Epithelial
lhbbmicj-1,Epithelial
lhbbnloe-1,Epithelial
lhbbopea-1,Epithelial
lhbcecla-1,Epithelial
lhbchkml-1,Epithelial
lhbcicmg-1,Macrophages
lhbclpgp-1,Epithelial
lhbdajco-1,Epithelial
lhbdbkkp-1,Epithelial
lhbdeefn-1,Epithelial
lhbdfdlj-1,Epithelial
lhbdlkgm-1,Epithelial
lhbeblgi-1,Epithelial
lhbeecfm-1,Epithelial
lhbeggfd-1,Epithelial
lhbehalm-1,Epithelial
lhbehibp-1,Epithelial
lhbehpap-1,Epithelial
lhbfdold-1,Epithelial
lhbffokm-1,Epithelial
lhbfhbej-1,Epithelial
lhbfhmda-1,Epithelial
lhbfjgmi-1,Epithelial
lhbfkcna-1,Epithelial
lhbfokjn-1,Epithelial
lhbgbgic-1,Epithelial
lhbgcpid-1,Epithelial
lhbgddpg-1,Epithelial
lhbgdopc-1,Epithelial
lhbgeeam-1,Epithelial
lhbggkbp-1,Epithelial
lhbgjgkb-1,Mixed Immune
lhbgjiih-1,Epithelial
lhbglcnk-1,Macrophages
lhbgngpk-1,Macrophages
lhbhcbed-1,Myofibroblasts
lhbhcmko-1,Myofibroblasts
lhbhekkp-1,Myofibroblasts
lhbhfeio-1,Myofibroblasts
lhbhgcek-1,Myofibroblasts
lhbhgpjl-1,Endothelial
lhbhhkkf-1,Myofibroblasts
lhbhimmo-1,Proliferating T
lhbhnijo-1,Myofibroblasts
lhbhomgm-1,Endothelial
lhbhpfbh-1,Mixed Immune
lhbifomp-1,Mixed Immune
lhbiolen-1,Proliferating T
lhbjbabc-1,Proliferating T
lhbjdfah-1,Mixed Immune
lhbjdlnn-1,Endothelial
lhbjeagd-1,CD8+ T cells
lhbjgnjl-1,Mixed Immune
lhbjjohb-1,Vascular Stromal
lhbjmmkm-1,Macrophages
lhbjndij-1,Myofibroblasts
lhbkadoa-1,Myofibroblasts
lhbkdcab-1,Macrophages
lhbkdecp-1,Macrophages
lhbkekkf-1,Macrophages
lhbkhead-1,Proliferating T
lhbkjoig-1,Proliferating T
lhbkkoko-1,Vascular Stromal
lhbkmfpm-1,Macrophages
lhbkpbfk-1,Proliferating T
lhbkplll-1,Endothelial
lhblankh-1,Vascular Stromal
lhblblmf-1,Stromal
lhbleiie-1,Stromal
lhblnbfj-1,Macrophages
lhblojlg-1,Vascular Stromal
lhbmafje-1,Macrophages
lhbmcfgf-1,Epithelial
lhbmclce-1,Epithelial
lhbmdnia-1,Epithelial
lhbmebmf-1,Epithelial
lhbmfnji-1,Epithelial
lhbmfpfh-1,Epithelial
lhbmhdbn-1,Vascular Stromal
lhbmikhd-1,Macrophages
lhbmmkcn-1,Vascular Stromal
lhbmmodb-1,Myofibroblasts
lhbncboa-1,Myofibroblasts
lhbnfkod-1,Myofibroblasts
lhbngiai-1,Endothelial
lhbnhiok-1,Endothelial
lhbnhipi-1,Myofibroblasts
lhbniijj-1,Myofibroblasts
lhbnolen-1,Endothelial
lhbnpcdh-1,Endothelial
lhboeapc-1,Epithelial
lhboeidn-1,Macrophages
lhbogmml-1,Myofibroblasts
lhbohnnl-1,Macrophages
lhboijdg-1,Macrophages
lhboimdi-1,Myofibroblasts
lhboklkp-1,Macrophages
lhbonaob-1,Macrophages
lhboocpe-1,Macrophages
lhbpbdjl-1,Myofibroblasts
lhbpflkk-1,Macrophages
lhbpjhen-1,Epithelial
lhbpkckc-1,Epithelial
lhbpkdjp-1,Mixed Immune
lhbpkjfk-1,Epithelial
lhbpkkho-1,Epithelial
lhbpnkgj-1,Endothelial
lhbpnlbl-1,Mixed Immune
lhbpplhp-1,Myofibroblasts
lhcafboj-1,Mixed Immune
lhcaipij-1,Macrophages
lhcamibm-1,Myofibroblasts
lhcbbnpg-1,Myofibroblasts
lhcbcpmj-1,Mixed Immune
lhcbekgj-1,Macrophages
lhcbgpic-1,Macrophages
lhcbiheg-1,Endothelial
lhcbkfej-1,Macrophages
lhcboipb-1,Proliferating T
lhccapdi-1,Proliferating T
lhccclei-1,Mixed Immune
lhccjacf-1,Stromal
lhccjmjo-1,Stromal
lhccldcn-1,Proliferating T
lhccmabd-1,Proliferating T
lhccmajd-1,Proliferating T
lhcdaihl-1,Myofibroblasts
lhcddokd-1,Proliferating T
lhcdeidh-1,Myofibroblasts
lhcdffni-1,Endothelial
lhcdkngd-1,Proliferating T
lhcdnkfa-1,Proliferating T
lhcdokoj-1,Myofibroblasts
lhcedpko-1,Endothelial
lhceefae-1,Proliferating T
lhcegdbd-1,Myofibroblasts
lhcegico-1,Myofibroblasts
lhcfadme-1,Myofibroblasts
lhcfcecg-1,Proliferating T
lhcfconi-1,Proliferating T
lhcfhlkd-1,Proliferating T
lhcfikpi-1,Stromal
lhcfkmnj-1,Vascular Stromal
lhcgamef-1,Myofibroblasts
lhcgbnmk-1,Myofibroblasts
lhcgcoko-1,Proliferating T
lhcggkfo-1,Myofibroblasts
lhcggmhn-1,Proliferating T
lhcgiaee-1,Proliferating T
lhcgkebf-1,Stromal
lhcgnikh-1,Endothelial
lhcgolhf-1,Proliferating T
